artist,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,year
Carrie Underwood,Ghost Story,0.472,0.743,7,-5.615,1,0.0516,0.00734,0.000988,0.257,0.418,142.868,audio_features,3MpZM408Ly3jq76tF9OmZu,spotify:track:3MpZM408Ly3jq76tF9OmZu,https://api.spotify.com/v1/tracks/3MpZM408Ly3jq76tF9OmZu,https://api.spotify.com/v1/audio-analysis/3MpZM408Ly3jq76tF9OmZu,181400,3,2022
Kylie Morgan,If He Wanted To He Would,0.655,0.617,0,-4.716,1,0.026,0.0998,0.0,0.211,0.734,90.015,audio_features,3nei8eHEdiwwSfyoOCHPZI,spotify:track:3nei8eHEdiwwSfyoOCHPZI,https://api.spotify.com/v1/tracks/3nei8eHEdiwwSfyoOCHPZI,https://api.spotify.com/v1/audio-analysis/3nei8eHEdiwwSfyoOCHPZI,174173,4,2022
PGF Nuk,Waddup (feat. Polo G),0.706,0.637,1,-7.261,1,0.35,0.187,0.0,0.199,0.289,76.062,audio_features,74CHQ7MTUiRyPxaDpQlkab,spotify:track:74CHQ7MTUiRyPxaDpQlkab,https://api.spotify.com/v1/tracks/74CHQ7MTUiRyPxaDpQlkab,https://api.spotify.com/v1/audio-analysis/74CHQ7MTUiRyPxaDpQlkab,181540,4,2022
Kameron Marlowe,Girl On Fire,0.535,0.749,2,-5.792,1,0.0679,0.348,0.0,0.174,0.397,163.927,audio_features,3aMDzPibtzIRWzASMH44JF,spotify:track:3aMDzPibtzIRWzASMH44JF,https://api.spotify.com/v1/tracks/3aMDzPibtzIRWzASMH44JF,https://api.spotify.com/v1/audio-analysis/3aMDzPibtzIRWzASMH44JF,173707,4,2022
Chris Lane,Dancin' In The Moonlight (feat. Lauren Alaina),0.589,0.829,8,-4.861,0,0.0332,0.0196,0.0,0.128,0.563,121.998,audio_features,0pnKcAh5binHOP9HexWwnZ,spotify:track:0pnKcAh5binHOP9HexWwnZ,https://api.spotify.com/v1/tracks/0pnKcAh5binHOP9HexWwnZ,https://api.spotify.com/v1/audio-analysis/0pnKcAh5binHOP9HexWwnZ,199000,4,2022
Ashley Cooke,Never Til Now (feat. Brett Young),0.382,0.408,10,-7.552,1,0.0407,0.75,0.0,0.127,0.128,77.063,audio_features,4232gJU5ljjFmKaPh0cKds,spotify:track:4232gJU5ljjFmKaPh0cKds,https://api.spotify.com/v1/tracks/4232gJU5ljjFmKaPh0cKds,https://api.spotify.com/v1/audio-analysis/4232gJU5ljjFmKaPh0cKds,173534,4,2022
Luke Bryan,Country On,0.52,0.751,5,-5.064,1,0.0551,0.171,7.4e-06,0.0624,0.519,156.044,audio_features,6pO2jnoTQ6MYQwvJ4afzwd,spotify:track:6pO2jnoTQ6MYQwvJ4afzwd,https://api.spotify.com/v1/tracks/6pO2jnoTQ6MYQwvJ4afzwd,https://api.spotify.com/v1/audio-analysis/6pO2jnoTQ6MYQwvJ4afzwd,236456,4,2022
SleazyWorld Go,Sleazy Flow (feat. Lil Baby) - Remix,0.86,0.299,2,-12.066,1,0.412,0.18,0.0,0.0759,0.165,77.461,audio_features,3HD2dcCVCMIUgq3ZiSExpD,spotify:track:3HD2dcCVCMIUgq3ZiSExpD,https://api.spotify.com/v1/tracks/3HD2dcCVCMIUgq3ZiSExpD,https://api.spotify.com/v1/audio-analysis/3HD2dcCVCMIUgq3ZiSExpD,161355,4,2022
Drew Green,Good Ol' Man,0.594,0.484,6,-7.093,1,0.0299,0.286,0.0,0.0878,0.281,168.006,audio_features,106WZMD4t61E3WIBPtXTDK,spotify:track:106WZMD4t61E3WIBPtXTDK,https://api.spotify.com/v1/tracks/106WZMD4t61E3WIBPtXTDK,https://api.spotify.com/v1/audio-analysis/106WZMD4t61E3WIBPtXTDK,202178,4,2022
DaBaby,Bestie,0.807,0.625,0,-6.67,1,0.351,0.0741,0.0,0.487,0.871,146.031,audio_features,6r9xnueU24r4eoG3HXC87E,spotify:track:6r9xnueU24r4eoG3HXC87E,https://api.spotify.com/v1/tracks/6r9xnueU24r4eoG3HXC87E,https://api.spotify.com/v1/audio-analysis/6r9xnueU24r4eoG3HXC87E,111971,4,2022
Maren Morris,Circles Around This Town,0.591,0.814,4,-4.986,1,0.0468,0.015,0.0,0.117,0.815,149.9,audio_features,08TCIO6LpgC11UdayeOxWB,spotify:track:08TCIO6LpgC11UdayeOxWB,https://api.spotify.com/v1/tracks/08TCIO6LpgC11UdayeOxWB,https://api.spotify.com/v1/audio-analysis/08TCIO6LpgC11UdayeOxWB,195760,4,2022
BRELAND,Praise the Lord (feat. Thomas Rhett),0.824,0.609,11,-7.609,0,0.077,0.0458,0.0,0.0915,0.678,107.488,audio_features,41J9hA7Tev5iFg2ugHRIPg,spotify:track:41J9hA7Tev5iFg2ugHRIPg,https://api.spotify.com/v1/tracks/41J9hA7Tev5iFg2ugHRIPg,https://api.spotify.com/v1/audio-analysis/41J9hA7Tev5iFg2ugHRIPg,159253,4,2022
Miranda Lambert,Strange,0.723,0.633,6,-6.982,1,0.0332,0.0551,1.93e-05,0.0665,0.498,112.022,audio_features,6BWOWBSalJEp7woRZSyiMb,spotify:track:6BWOWBSalJEp7woRZSyiMb,https://api.spotify.com/v1/tracks/6BWOWBSalJEp7woRZSyiMb,https://api.spotify.com/v1/audio-analysis/6BWOWBSalJEp7woRZSyiMb,211227,4,2022
Noah Kahan,Stick Season,0.662,0.488,9,-6.894,1,0.0682,0.782,0.0,0.102,0.817,117.913,audio_features,0mflMxspEfB0VbI1kyLiAv,spotify:track:0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/tracks/0mflMxspEfB0VbI1kyLiAv,https://api.spotify.com/v1/audio-analysis/0mflMxspEfB0VbI1kyLiAv,182347,4,2022
Elle King,Worth A Shot (feat. Dierks Bentley),0.554,0.809,0,-4.893,1,0.039,0.00481,0.00156,0.111,0.462,159.989,audio_features,16Sdmdt7jpibASwEsO0s9j,spotify:track:16Sdmdt7jpibASwEsO0s9j,https://api.spotify.com/v1/tracks/16Sdmdt7jpibASwEsO0s9j,https://api.spotify.com/v1/audio-analysis/16Sdmdt7jpibASwEsO0s9j,211933,4,2022
Future,PUFFIN ON ZOOTIEZ,0.883,0.657,8,-5.748,1,0.305,0.0603,0.0,0.128,0.284,124.992,audio_features,1qMMYpVatbRITKCfq1gasi,spotify:track:1qMMYpVatbRITKCfq1gasi,https://api.spotify.com/v1/tracks/1qMMYpVatbRITKCfq1gasi,https://api.spotify.com/v1/audio-analysis/1qMMYpVatbRITKCfq1gasi,172933,4,2022
GloRilla,Tomorrow 2 (with Cardi B),0.791,0.818,0,-3.93,1,0.406,0.0695,0.0,0.114,0.693,159.922,audio_features,7KXVIAuw3m2hxZanrpSXS3,spotify:track:7KXVIAuw3m2hxZanrpSXS3,https://api.spotify.com/v1/tracks/7KXVIAuw3m2hxZanrpSXS3,https://api.spotify.com/v1/audio-analysis/7KXVIAuw3m2hxZanrpSXS3,209811,4,2022
Midland,Longneck Way To Go,0.485,0.883,5,-4.906,1,0.0403,0.00177,6.38e-06,0.37,0.604,129.021,audio_features,2L34x2yCo1PUqTxNL1Nl67,spotify:track:2L34x2yCo1PUqTxNL1Nl67,https://api.spotify.com/v1/tracks/2L34x2yCo1PUqTxNL1Nl67,https://api.spotify.com/v1/audio-analysis/2L34x2yCo1PUqTxNL1Nl67,188400,4,2022
Kodak Black,Love & War,0.762,0.649,11,-5.624,0,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,audio_features,293mQGfVwgXIOdA1GpiwAt,spotify:track:293mQGfVwgXIOdA1GpiwAt,https://api.spotify.com/v1/tracks/293mQGfVwgXIOdA1GpiwAt,https://api.spotify.com/v1/audio-analysis/293mQGfVwgXIOdA1GpiwAt,239146,4,2022
Moneybagg Yo,See Wat I’m Sayin,0.936,0.497,1,-7.185,1,0.41,0.0324,0.0,0.111,0.364,138.016,audio_features,30vAfL9Wyu2fu07vdbZ1Xt,spotify:track:30vAfL9Wyu2fu07vdbZ1Xt,https://api.spotify.com/v1/tracks/30vAfL9Wyu2fu07vdbZ1Xt,https://api.spotify.com/v1/audio-analysis/30vAfL9Wyu2fu07vdbZ1Xt,146732,4,2022
Gucci Mane,Rumors (feat. Lil Durk),0.688,0.842,2,-4.211,1,0.264,0.0499,0.0,0.241,0.416,159.897,audio_features,1qbqP15RKuH5UHbHkuSsmm,spotify:track:1qbqP15RKuH5UHbHkuSsmm,https://api.spotify.com/v1/tracks/1qbqP15RKuH5UHbHkuSsmm,https://api.spotify.com/v1/audio-analysis/1qbqP15RKuH5UHbHkuSsmm,185856,4,2022
Seaforth,Good Beer,0.702,0.778,6,-4.25,1,0.0287,0.302,0.0,0.126,0.879,91.014,audio_features,78S1U4SYfjUKhJ2CbCsixJ,spotify:track:78S1U4SYfjUKhJ2CbCsixJ,https://api.spotify.com/v1/tracks/78S1U4SYfjUKhJ2CbCsixJ,https://api.spotify.com/v1/audio-analysis/78S1U4SYfjUKhJ2CbCsixJ,174111,4,2022
Mitchell Tenpenny,We Got History,0.628,0.833,0,-6.327,1,0.0311,0.0014,0.0,0.104,0.309,98.025,audio_features,6Awl7JBDQjfm7xkS3LkhDi,spotify:track:6Awl7JBDQjfm7xkS3LkhDi,https://api.spotify.com/v1/tracks/6Awl7JBDQjfm7xkS3LkhDi,https://api.spotify.com/v1/audio-analysis/6Awl7JBDQjfm7xkS3LkhDi,203680,4,2022
Russ,HANDSOMER (Remix) (Feat. Ktlyn),0.891,0.62,8,-6.822,1,0.157,0.176,1.59e-06,0.103,0.535,82.035,audio_features,0vp1sk3FzuDBeLMLcRhQdL,spotify:track:0vp1sk3FzuDBeLMLcRhQdL,https://api.spotify.com/v1/tracks/0vp1sk3FzuDBeLMLcRhQdL,https://api.spotify.com/v1/audio-analysis/0vp1sk3FzuDBeLMLcRhQdL,143415,4,2022
Adam Doleac,Don't It Sound Alright,0.639,0.553,7,-4.917,1,0.0246,0.0401,0.0,0.0783,0.482,130.061,audio_features,7dy8PkzpwT5cUPlMCfmd8Z,spotify:track:7dy8PkzpwT5cUPlMCfmd8Z,https://api.spotify.com/v1/tracks/7dy8PkzpwT5cUPlMCfmd8Z,https://api.spotify.com/v1/audio-analysis/7dy8PkzpwT5cUPlMCfmd8Z,218800,4,2022
42 Dugg,Thump Shit,0.718,0.607,5,-7.307,0,0.185,0.00227,1.32e-06,0.299,0.499,144.93,audio_features,5tLdDm1cVYAH2kk7TyjmdW,spotify:track:5tLdDm1cVYAH2kk7TyjmdW,https://api.spotify.com/v1/tracks/5tLdDm1cVYAH2kk7TyjmdW,https://api.spotify.com/v1/audio-analysis/5tLdDm1cVYAH2kk7TyjmdW,226362,4,2022
Lil Baby,Right On,0.535,0.618,2,-5.668,1,0.382,0.0245,0.0,0.103,0.211,165.991,audio_features,6ws54n2IzyrIxxyzlG2bVJ,spotify:track:6ws54n2IzyrIxxyzlG2bVJ,https://api.spotify.com/v1/tracks/6ws54n2IzyrIxxyzlG2bVJ,https://api.spotify.com/v1/audio-analysis/6ws54n2IzyrIxxyzlG2bVJ,213976,4,2022
Dierks Bentley,Gold,0.674,0.873,1,-4.256,1,0.0285,0.0482,0.0,0.18,0.946,115.01,audio_features,4iy69rTUn8cAY8Q8q9vfOw,spotify:track:4iy69rTUn8cAY8Q8q9vfOw,https://api.spotify.com/v1/tracks/4iy69rTUn8cAY8Q8q9vfOw,https://api.spotify.com/v1/audio-analysis/4iy69rTUn8cAY8Q8q9vfOw,167760,4,2022
Brent Faiyaz,ALL MINE,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,audio_features,3XgGQ1wjo5khvq2UImjyNF,spotify:track:3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/tracks/3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/audio-analysis/3XgGQ1wjo5khvq2UImjyNF,216063,4,2022
Megan Thee Stallion,Plan B,0.898,0.522,7,-5.872,1,0.337,0.0674,0.0,0.108,0.675,85.054,audio_features,3A4U3uNNsMaI1vWBey3VYH,spotify:track:3A4U3uNNsMaI1vWBey3VYH,https://api.spotify.com/v1/tracks/3A4U3uNNsMaI1vWBey3VYH,https://api.spotify.com/v1/audio-analysis/3A4U3uNNsMaI1vWBey3VYH,163765,4,2022
Alana Springsteen,Me Myself and Why,0.54,0.832,4,-5.249,1,0.0548,0.0953,0.0,0.172,0.19,106.063,audio_features,5pDucqBwfgNa6nRtrI2h6c,spotify:track:5pDucqBwfgNa6nRtrI2h6c,https://api.spotify.com/v1/tracks/5pDucqBwfgNa6nRtrI2h6c,https://api.spotify.com/v1/audio-analysis/5pDucqBwfgNa6nRtrI2h6c,214920,4,2022
Gunna,Banking On Me,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,audio_features,7Fege3yv4dvehB3NdRBGwI,spotify:track:7Fege3yv4dvehB3NdRBGwI,https://api.spotify.com/v1/tracks/7Fege3yv4dvehB3NdRBGwI,https://api.spotify.com/v1/audio-analysis/7Fege3yv4dvehB3NdRBGwI,200000,4,2022
YG,Scared Money (feat. J. Cole & Moneybagg Yo),0.897,0.652,8,-6.371,0,0.238,0.00738,0.0,0.197,0.68,84.005,audio_features,2xqF049eMMwEdPvCmwrbtq,spotify:track:2xqF049eMMwEdPvCmwrbtq,https://api.spotify.com/v1/tracks/2xqF049eMMwEdPvCmwrbtq,https://api.spotify.com/v1/audio-analysis/2xqF049eMMwEdPvCmwrbtq,204286,4,2022
Flo Milli,Conceited,0.984,0.719,8,-5.119,1,0.0893,0.0566,9.88e-05,0.517,0.437,118.015,audio_features,3qKunud9sySc8qvQ3i84og,spotify:track:3qKunud9sySc8qvQ3i84og,https://api.spotify.com/v1/tracks/3qKunud9sySc8qvQ3i84og,https://api.spotify.com/v1/audio-analysis/3qKunud9sySc8qvQ3i84og,146855,4,2022
Koe Wetzel,Creeps,0.575,0.846,5,-4.97,1,0.0259,0.000637,0.000164,0.257,0.283,87.523,audio_features,4vlk5JUheqOSCZqgts338H,spotify:track:4vlk5JUheqOSCZqgts338H,https://api.spotify.com/v1/tracks/4vlk5JUheqOSCZqgts338H,https://api.spotify.com/v1/audio-analysis/4vlk5JUheqOSCZqgts338H,224704,4,2022
Eli Young Band,Love Talking,0.555,0.821,3,-5.003,1,0.035,0.0236,0.0,0.278,0.437,107.954,audio_features,3bXcSemKcrGxC2Xv2Slqi1,spotify:track:3bXcSemKcrGxC2Xv2Slqi1,https://api.spotify.com/v1/tracks/3bXcSemKcrGxC2Xv2Slqi1,https://api.spotify.com/v1/audio-analysis/3bXcSemKcrGxC2Xv2Slqi1,173520,4,2022
Brantley Gilbert,Rolex® On A Redneck,0.651,0.8,9,-4.46,0,0.0314,0.325,0.0,0.373,0.367,130.013,audio_features,1z4DZ2z4Lt5dlBcBFmtYyR,spotify:track:1z4DZ2z4Lt5dlBcBFmtYyR,https://api.spotify.com/v1/tracks/1z4DZ2z4Lt5dlBcBFmtYyR,https://api.spotify.com/v1/audio-analysis/1z4DZ2z4Lt5dlBcBFmtYyR,180333,4,2022
Key Glock,I Be,0.905,0.724,0,-6.255,1,0.237,0.00813,0.0,0.329,0.361,136.982,audio_features,3p4YmRsO7aOu8PUbwdN3OB,spotify:track:3p4YmRsO7aOu8PUbwdN3OB,https://api.spotify.com/v1/tracks/3p4YmRsO7aOu8PUbwdN3OB,https://api.spotify.com/v1/audio-analysis/3p4YmRsO7aOu8PUbwdN3OB,193480,4,2022
Yeat,Poppin,0.705,0.613,7,-7.441,1,0.123,0.262,6.97e-06,0.198,0.259,74.521,audio_features,3wn8nOygkHLUQ9dlXM1rKW,spotify:track:3wn8nOygkHLUQ9dlXM1rKW,https://api.spotify.com/v1/tracks/3wn8nOygkHLUQ9dlXM1rKW,https://api.spotify.com/v1/audio-analysis/3wn8nOygkHLUQ9dlXM1rKW,167187,4,2022
Carter Faith,Greener Pasture,0.63,0.544,0,-7.252,1,0.0287,0.0282,0.0,0.199,0.389,112.942,audio_features,3fA0FKdkPmBa62MSxwewKE,spotify:track:3fA0FKdkPmBa62MSxwewKE,https://api.spotify.com/v1/tracks/3fA0FKdkPmBa62MSxwewKE,https://api.spotify.com/v1/audio-analysis/3fA0FKdkPmBa62MSxwewKE,189443,4,2022
Lil Uzi Vert,FOR FUN,0.775,0.461,7,-6.594,0,0.124,0.157,0.0,0.0687,0.131,134.028,audio_features,60PTOzcoFycWBICdumIsFQ,spotify:track:60PTOzcoFycWBICdumIsFQ,https://api.spotify.com/v1/tracks/60PTOzcoFycWBICdumIsFQ,https://api.spotify.com/v1/audio-analysis/60PTOzcoFycWBICdumIsFQ,188060,4,2022
Little Big Town,Hell Yeah,0.581,0.596,11,-5.01,1,0.0355,0.141,0.0,0.0874,0.912,171.975,audio_features,3AKwkcaoREu24cKpKwnYj7,spotify:track:3AKwkcaoREu24cKpKwnYj7,https://api.spotify.com/v1/tracks/3AKwkcaoREu24cKpKwnYj7,https://api.spotify.com/v1/audio-analysis/3AKwkcaoREu24cKpKwnYj7,175840,4,2022
Young Dolph,Hall of Fame,0.856,0.685,1,-5.792,1,0.187,0.0881,0.0,0.164,0.337,137.001,audio_features,6DsflvQvZFCh14xSX6Ni7p,spotify:track:6DsflvQvZFCh14xSX6Ni7p,https://api.spotify.com/v1/tracks/6DsflvQvZFCh14xSX6Ni7p,https://api.spotify.com/v1/audio-analysis/6DsflvQvZFCh14xSX6Ni7p,238360,4,2022
Riley Green,Hell Of A Way To Go,0.481,0.74,6,-4.672,1,0.0277,0.0262,0.0,0.157,0.669,150.053,audio_features,4vfTyv3PkLAac4zTn5P82d,spotify:track:4vfTyv3PkLAac4zTn5P82d,https://api.spotify.com/v1/tracks/4vfTyv3PkLAac4zTn5P82d,https://api.spotify.com/v1/audio-analysis/4vfTyv3PkLAac4zTn5P82d,166134,4,2022
JID,Surround Sound (feat. 21 Savage & Baby Tate),0.575,0.56,5,-7.302,1,0.478,0.173,0.0,0.257,0.471,75.956,audio_features,1udwFobQ1JoOdWPQrp2b6u,spotify:track:1udwFobQ1JoOdWPQrp2b6u,https://api.spotify.com/v1/tracks/1udwFobQ1JoOdWPQrp2b6u,https://api.spotify.com/v1/audio-analysis/1udwFobQ1JoOdWPQrp2b6u,229938,4,2022
Tyler Childers,Way of the Triune God - Hallelujah Version,0.696,0.583,10,-6.384,1,0.0307,0.629,0.0,0.123,0.543,79.057,audio_features,2BJy4svtrGACqRB5BFLOK6,spotify:track:2BJy4svtrGACqRB5BFLOK6,https://api.spotify.com/v1/tracks/2BJy4svtrGACqRB5BFLOK6,https://api.spotify.com/v1/audio-analysis/2BJy4svtrGACqRB5BFLOK6,208813,4,2022
Pharrell Williams,Cash In Cash Out,0.877,0.56,7,-3.751,1,0.0596,0.00721,1.45e-06,0.0839,0.154,119.971,audio_features,3S68RFe1lsdCdTMPIMJM3X,spotify:track:3S68RFe1lsdCdTMPIMJM3X,https://api.spotify.com/v1/tracks/3S68RFe1lsdCdTMPIMJM3X,https://api.spotify.com/v1/audio-analysis/3S68RFe1lsdCdTMPIMJM3X,216136,4,2022
Kenny Chesney,Beer With My Friends,0.627,0.926,9,-2.134,1,0.0479,0.103,0.0,0.29,0.713,109.992,audio_features,5nWsaKPbHG8UpBqkaBJGrE,spotify:track:5nWsaKPbHG8UpBqkaBJGrE,https://api.spotify.com/v1/tracks/5nWsaKPbHG8UpBqkaBJGrE,https://api.spotify.com/v1/audio-analysis/5nWsaKPbHG8UpBqkaBJGrE,180960,4,2022
Mike Dimes,HOME,0.895,0.467,0,-5.78,0,0.378,0.347,0.0,0.214,0.433,118.016,audio_features,1tIgeZloeOtSJrVx9WiArC,spotify:track:1tIgeZloeOtSJrVx9WiArC,https://api.spotify.com/v1/tracks/1tIgeZloeOtSJrVx9WiArC,https://api.spotify.com/v1/audio-analysis/1tIgeZloeOtSJrVx9WiArC,174915,4,2022
Kendrick Lamar,Silent Hill,0.907,0.577,1,-6.737,0,0.0767,0.438,3.19e-05,0.137,0.801,140.07,audio_features,3lzUeaCbcCDB5IXYfqWRlF,spotify:track:3lzUeaCbcCDB5IXYfqWRlF,https://api.spotify.com/v1/tracks/3lzUeaCbcCDB5IXYfqWRlF,https://api.spotify.com/v1/audio-analysis/3lzUeaCbcCDB5IXYfqWRlF,220779,4,2022
Kassi Ashton,Dates In Pickup Trucks,0.453,0.842,11,-3.156,0,0.394,0.312,0.0,0.186,0.644,170.166,audio_features,5U4iPIXYJ5h6H7zJhx6VVF,spotify:track:5U4iPIXYJ5h6H7zJhx6VVF,https://api.spotify.com/v1/tracks/5U4iPIXYJ5h6H7zJhx6VVF,https://api.spotify.com/v1/audio-analysis/5U4iPIXYJ5h6H7zJhx6VVF,165520,4,2022
Restless Road,Growing Old With You,0.478,0.516,5,-7.276,1,0.0267,0.403,0.0,0.0823,0.376,80.09,audio_features,5n4kMW5dn7MHFhXQuJb9zG,spotify:track:5n4kMW5dn7MHFhXQuJb9zG,https://api.spotify.com/v1/tracks/5n4kMW5dn7MHFhXQuJb9zG,https://api.spotify.com/v1/audio-analysis/5n4kMW5dn7MHFhXQuJb9zG,196008,4,2022
Keith Urban,Brown Eyes Baby,0.521,0.833,8,-6.992,1,0.0313,0.0906,3.13e-06,0.0647,0.581,141.944,audio_features,5JLf54f83nJrxD4IhFaLl7,spotify:track:5JLf54f83nJrxD4IhFaLl7,https://api.spotify.com/v1/tracks/5JLf54f83nJrxD4IhFaLl7,https://api.spotify.com/v1/audio-analysis/5JLf54f83nJrxD4IhFaLl7,224985,4,2022
Monaleo,We Not Humping - Remix,0.971,0.851,11,-5.586,0,0.269,0.0344,0.0,0.092,0.81,120.008,audio_features,4ue41gFbAjoU0P1EberJWm,spotify:track:4ue41gFbAjoU0P1EberJWm,https://api.spotify.com/v1/tracks/4ue41gFbAjoU0P1EberJWm,https://api.spotify.com/v1/audio-analysis/4ue41gFbAjoU0P1EberJWm,143325,4,2022
A Boogie Wit da Hoodie,Man in the Mirror,0.849,0.631,3,-4.241,0,0.0637,0.171,0.0,0.149,0.55,135.997,audio_features,7uLFOXgLrS90tEYPO1DGXy,spotify:track:7uLFOXgLrS90tEYPO1DGXy,https://api.spotify.com/v1/tracks/7uLFOXgLrS90tEYPO1DGXy,https://api.spotify.com/v1/audio-analysis/7uLFOXgLrS90tEYPO1DGXy,215304,4,2022
2 Chainz,Million Dollars Worth of Game (feat. 42 Dugg),0.81,0.68,2,-4.871,1,0.346,0.0059,0.0,0.112,0.419,97.02,audio_features,6C0vyXq2uzFRTTLcE4whhl,spotify:track:6C0vyXq2uzFRTTLcE4whhl,https://api.spotify.com/v1/tracks/6C0vyXq2uzFRTTLcE4whhl,https://api.spotify.com/v1/audio-analysis/6C0vyXq2uzFRTTLcE4whhl,158627,4,2022
Eem Triplin,AWKWARD FREESTYLE,0.646,0.465,5,-10.486,0,0.436,0.152,0.0,0.194,0.198,157.919,audio_features,2ISyz9DRGEMrJN77ge3hi2,spotify:track:2ISyz9DRGEMrJN77ge3hi2,https://api.spotify.com/v1/tracks/2ISyz9DRGEMrJN77ge3hi2,https://api.spotify.com/v1/audio-analysis/2ISyz9DRGEMrJN77ge3hi2,127765,4,2022
King Combs,Can't Stop Won't Stop (feat. Kodak Black),0.906,0.807,2,-4.401,1,0.294,0.177,0.0,0.11,0.813,96.961,audio_features,4L1zI1GJxi0Qq38aSYmsS0,spotify:track:4L1zI1GJxi0Qq38aSYmsS0,https://api.spotify.com/v1/tracks/4L1zI1GJxi0Qq38aSYmsS0,https://api.spotify.com/v1/audio-analysis/4L1zI1GJxi0Qq38aSYmsS0,158350,4,2022
Polo G,Don’t Play (with Lil Baby),0.684,0.624,2,-7.414,0,0.347,0.239,0.0,0.112,0.708,146.925,audio_features,2QIBJFl8DJR1mDh9GwfZef,spotify:track:2QIBJFl8DJR1mDh9GwfZef,https://api.spotify.com/v1/tracks/2QIBJFl8DJR1mDh9GwfZef,https://api.spotify.com/v1/audio-analysis/2QIBJFl8DJR1mDh9GwfZef,156735,4,2022
Hunxho,Let's Get It (Remix) [feat. 21 Savage],0.863,0.499,7,-8.602,0,0.514,0.0758,0.0,0.104,0.76,80.073,audio_features,27jThnrlCYR5fqSaRfjmxX,spotify:track:27jThnrlCYR5fqSaRfjmxX,https://api.spotify.com/v1/tracks/27jThnrlCYR5fqSaRfjmxX,https://api.spotify.com/v1/audio-analysis/27jThnrlCYR5fqSaRfjmxX,156996,4,2022
Dreamville,Stick (with JID & J. Cole feat. Kenny Mason & Sheck Wes),0.671,0.857,7,-5.435,1,0.292,0.266,0.0,0.668,0.597,118.574,audio_features,1BzXvBpIFWJgu0P8P6xmP4,spotify:track:1BzXvBpIFWJgu0P8P6xmP4,https://api.spotify.com/v1/tracks/1BzXvBpIFWJgu0P8P6xmP4,https://api.spotify.com/v1/audio-analysis/1BzXvBpIFWJgu0P8P6xmP4,309323,4,2022
Internet Money,Flossin’ (feat. YoungBoy Never Broke Again),0.713,0.57,2,-8.126,1,0.113,0.0425,0.0,0.131,0.155,159.99,audio_features,3zDMTxEANpj6hedyCrHXBg,spotify:track:3zDMTxEANpj6hedyCrHXBg,https://api.spotify.com/v1/tracks/3zDMTxEANpj6hedyCrHXBg,https://api.spotify.com/v1/audio-analysis/3zDMTxEANpj6hedyCrHXBg,168000,4,2022
Latto,It's Givin,0.865,0.614,8,-6.782,1,0.278,0.0259,0.0,0.434,0.642,160.032,audio_features,5h9dlUlCGZahkuaC3MShz3,spotify:track:5h9dlUlCGZahkuaC3MShz3,https://api.spotify.com/v1/tracks/5h9dlUlCGZahkuaC3MShz3,https://api.spotify.com/v1/audio-analysis/5h9dlUlCGZahkuaC3MShz3,153000,4,2022
Peezy,2 Million Up,0.884,0.423,6,-10.181,0,0.275,0.115,0.0,0.0895,0.259,95.753,audio_features,5JS1gz9zP4GTy0LZYvSeUK,spotify:track:5JS1gz9zP4GTy0LZYvSeUK,https://api.spotify.com/v1/tracks/5JS1gz9zP4GTy0LZYvSeUK,https://api.spotify.com/v1/audio-analysis/5JS1gz9zP4GTy0LZYvSeUK,159973,4,2022
Quavo,HOTEL LOBBY (Unc & Phew),0.825,0.649,11,-4.297,1,0.169,0.117,0.0,0.232,0.143,127.978,audio_features,4vVjPTApwXZwB2H3mBq3ml,spotify:track:4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/tracks/4vVjPTApwXZwB2H3mBq3ml,https://api.spotify.com/v1/audio-analysis/4vVjPTApwXZwB2H3mBq3ml,142657,4,2022
Pooh Shiesty,Certified (feat. Gunna),0.664,0.559,6,-7.568,0,0.075,0.139,0.0,0.303,0.548,153.95,audio_features,31xA2Iti4kb3aMiX75e8Y5,spotify:track:31xA2Iti4kb3aMiX75e8Y5,https://api.spotify.com/v1/tracks/31xA2Iti4kb3aMiX75e8Y5,https://api.spotify.com/v1/audio-analysis/31xA2Iti4kb3aMiX75e8Y5,149611,4,2022
Morgan Wallen,Sand In My Boots,0.403,0.537,3,-6.628,1,0.031,0.59,0.0,0.112,0.414,69.877,audio_features,0uRrG2jRR5tuifsYIJHEao,spotify:track:0uRrG2jRR5tuifsYIJHEao,https://api.spotify.com/v1/tracks/0uRrG2jRR5tuifsYIJHEao,https://api.spotify.com/v1/audio-analysis/0uRrG2jRR5tuifsYIJHEao,202133,4,2021
